idr,known_label,pred_label,final_label,max_proba,prob_1,prob_2,prob_3,prob_5,prob_6,prob_7,prob_8,prob_10,prob_11,prob_14,prob_15,prob_16,prob_17,batch,prob_4,prob_18
Q9FVQ5_C-terminal_701_806,-1,1,1,0.8405293651524731,0.8405293651524731,0.040024052680280864,0.00025987381843056137,6.123903359421599e-06,0.03927365882731616,1.5987492552968584e-05,5.3570263592858556e-05,8.927052588878347e-07,0.07579968537871119,9.216143746533272e-07,6.610511511294166e-09,0.004035861553137886,0.0,100_150,,
Q9SAK0_N-terminal_1_135,-1,10,10,0.8102113494740157,2.2571697837340483e-05,0.10164531503866818,0.0,2.3199304002258087e-09,1.4071990579001389e-06,0.08811924690732699,0.0,0.8102113494740157,0.0,0.0,2.9256173769982525e-08,7.810698982334836e-08,0.0,100_150,,
Q9SJA6_C-terminal_64_196,-1,1,19,0.6684851914206308,0.6684851914206308,0.00012001687620455253,0.0002901701111983154,8.286458305676606e-09,0.3249036988510909,0.005863018455343087,5.837046194801741e-10,2.1551880098641237e-06,5.115513980803478e-07,0.00010239143249111148,2.5320864635017645e-09,2.0681735713732128e-09,0.00023283264321027986,100_150,,
Q9SYZ9_C-terminal_223_353,-1,1,1,0.9752894665208054,0.9752894665208054,1.6474391752797924e-06,0.0,1.0600969085342306e-05,2.2441099824149686e-05,2.3459856549637735e-06,0.024671054487953183,1.908517549833608e-11,2.7222385480903703e-09,0.0,2.4271850837594527e-06,1.3571093981310746e-08,0.0,100_150,,
A0A1P8AP82_N-terminal_1_144,-1,1,1,0.9414334371433287,0.9414334371433287,5.716812340763822e-10,0.0,0.0,0.028832859577112843,0.0,0.0,0.0,0.0,0.02973370270787725,0.0,0.0,0.0,100_150,,
F4I9I6_N-terminal_1_115,-1,1,1,0.9908562400568719,0.9908562400568719,4.0006922239134155e-10,0.0,0.0,0.002632118801916778,0.0,0.0,0.0,0.0,0.006511640741142142,0.0,0.0,0.0,100_150,,
F4IK79_IDP_1_137,-1,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
O22315_C-terminal_194_303,-1,1,19,0.5495589351306089,0.5495589351306089,2.0133724995737895e-05,4.677372032004655e-05,6.655157301457961e-10,0.4493100509385498,0.0010058594376540393,3.25407405299398e-11,3.2873959268294866e-07,8.436704865682285e-08,2.156574211116876e-05,1.2175641824452427e-10,7.959600885017403e-11,3.626729971005128e-05,100_150,,
O81793_N-terminal_1_136,-1,8,19,0.30499382509174855,0.000711465278060431,0.15870872102185682,2.574008532495565e-06,9.485975375464988e-06,0.1995534843646942,0.13463307995177318,0.30499382509174855,4.810166623591052e-08,0.0,0.0,0.20138731620629252,0.0,0.0,100_150,,
Q9C633_C-terminal_152_266,-1,1,1,0.9591396186935687,0.9591396186935687,0.0,0.0,0.0,0.04086038130643134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q9FLP0_C-terminal_479_587,-1,1,1,0.9999914425339993,0.9999914425339993,0.0,0.0,0.0,7.169089903305241e-06,0.0,0.0,0.0,0.0,1.3883760972833267e-06,0.0,0.0,0.0,100_150,,
Q9LIK0_N-terminal_1_107,-1,5,5,0.9995848507300001,4.077818181315661e-08,0.0004150919377959885,0.0,0.9995848507300001,7.74833199603303e-09,8.597684424171856e-10,7.061318741732158e-13,7.762549504301157e-09,0.0,0.0,1.8134582738305204e-10,1.3200481649542424e-12,0.0,100_150,,
Q9LUA3_IDP_1_122,-1,2,2,0.9466204425988001,0.01665588536076836,0.9466204425988001,0.0,0.03136172376148698,0.004329743887968567,0.0003418684326217001,3.6921812730057917e-06,0.00023152835805192182,0.0,0.0,8.052612170012748e-05,0.00037458929732928764,0.0,100_150,,
Q9SIL4_N-terminal_1_114,-1,8,8,0.8622764345473632,0.03246972685731763,0.10489437079049539,0.0,7.88212345722544e-05,0.0002800641483414616,1.495440278195544e-07,0.8622764345473632,0.0,2.878576318850448e-07,0.0,1.4502025036613493e-07,0.0,0.0,100_150,,
Q9SIY5_N-terminal_1_133,-1,10,10,0.9776656250006976,0.000612847263589821,0.017555047101079475,1.840133272087401e-08,6.532662660300023e-05,0.00015435047100650215,0.00386843939789012,1.4763118898819734e-10,0.9776656250006976,0.0,7.301350006024237e-05,5.132113367808159e-06,1.9995715417816576e-07,1.958732473104355e-11,100_150,,
Q9SK55_C-terminal_169_275,-1,2,19,0.6188126053182654,0.0036274953423015266,0.6188126053182654,9.965338200029686e-07,1.1406202105189122e-05,0.3775096224149677,2.1865868813065368e-10,8.169125688065986e-06,6.870974972028091e-10,5.866272886816446e-11,1.079109332961821e-06,1.9452654513090678e-11,2.8624969647513537e-05,0.0,100_150,,
Q9SN77_C-terminal_302_408,-1,2,2,0.99909930778574,1.4941337523325969e-05,0.99909930778574,0.0,0.0008834770658245465,1.5847566567447122e-06,2.3411602220912546e-08,3.288476255873542e-10,3.5930771645784135e-07,0.0,0.0,5.7074239663017055e-09,3.002986651482943e-07,0.0,100_150,,
Q9T068_IDP_1_128,-1,7,7,0.9984642064616198,1.941865394920602e-06,0.0010313553915526432,8.624033948789042e-07,1.0028835628704411e-07,0.00026268616734131267,0.9984642064616198,0.0,0.0002385273048104307,0.0,2.134140981137812e-07,7.989307405542243e-10,1.0590450083956971e-07,0.0,100_150,,
Q9XEE8_N-terminal_1_115,-1,14,14,0.9063003506810839,0.09356673360154827,0.00013165083858190566,0.0,0.0,2.689906597041801e-08,6.412061067885469e-07,0.0,3.0663746465531886e-07,0.0,0.9063003506810839,8.595865452343208e-08,0.0,2.0417749396567572e-07,100_150,,
A0A1P8BGM4_IDP_1_111,-1,2,19,0.5041038035606888,0.2926129655804803,0.5041038035606888,0.0002405337317846252,0.000684489522713615,0.005617182960472074,0.0015730398768913564,2.271388165764532e-07,0.0003770477735422152,0.0,0.10631185995266654,3.5637796430698516e-09,0.08847884633816433,0.0,100_150,,
F4JKN4_N-terminal_1_112,-1,6,19,0.6580870374968387,0.3418750399087969,0.0,0.0,0.0,0.6580870374968387,0.0,0.0,0.0,0.0,3.7922594364386186e-05,0.0,0.0,0.0,100_150,,
O22210_N-terminal_1_107,-1,2,19,0.4804934808248771,0.20281868642912926,0.4804934808248771,0.0,0.26034171334688727,0.0028886470182733605,0.007915643503886922,0.0,0.004185666396178197,0.0,1.602549751948681e-06,0.0,0.041354559931015944,0.0,100_150,,
O80782_IDP_1_143,-1,1,19,0.3422050782631553,0.3422050782631553,0.0,0.0,0.0,0.3214802540056265,0.0,0.0,0.0,0.0,0.3363146677312181,0.0,0.0,0.0,100_150,,
Q0WTB4_N-terminal_1_106,-1,17,17,0.9996636995749192,0.00033573087878650766,3.143348696860482e-08,0.0,0.0,5.27822035035781e-07,2.815517327359897e-09,0.0,6.428285864688458e-11,0.0,7.410972103651654e-09,0.0,0.0,0.9996636995749192,100_150,,
Q0WTB4_C-terminal_474_620,-1,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q1G3N4_IDP_1_146,-1,10,10,0.8102782506020999,1.9241779556264333e-05,0.10161926049404055,0.0,2.8403713188888365e-10,8.832174295303611e-07,0.0880823089528804,0.0,0.8102782506020999,0.0,0.0,6.135739462946861e-09,4.853421672225745e-08,0.0,100_150,,
Q4TU14_middle_114_261,-1,16,16,0.9322641079159044,0.0040805555069682335,0.0375543746392257,3.3503344904170914e-07,0.0003825763934841094,0.01737978046213059,0.007744256860596317,7.58239451296536e-09,0.00045127892989691614,0.0,0.00014271941770117974,7.258248914831504e-09,0.9322641079159044,0.0,100_150,,
Q8S9L5_N-terminal_1_108,-1,7,19,0.7793153969564041,2.7305486499451525e-06,0.01345723235542464,8.39926001690884e-14,9.732473999142266e-09,5.803603209611305e-07,0.7793153969564041,0.0,0.20722402238571863,0.0,3.7896556133711596e-10,1.3811370657621753e-08,1.3422838365815373e-08,4.774925827000194e-11,100_150,,
Q9C9Z7_C-terminal_494_617,-1,1,1,0.9999240424622506,0.9999240424622506,5.94250090966338e-11,0.0,0.0,7.59303502380999e-05,8.087394771048698e-14,0.0,6.8318171709409844e-15,0.0,2.712790385097375e-08,9.468718722091545e-14,0.0,0.0,100_150,,
Q9LLR6_IDP_1_112,-1,7,7,0.9875450640370548,0.003749491051080961,0.0032219552949260717,0.0,6.536097461372654e-12,1.3489753747872777e-06,0.9875450640370548,0.0,0.005474186050407025,0.0,3.487012856682284e-08,4.99230748786851e-07,2.1836192825106238e-12,7.420481559429647e-06,100_150,,
Q9M9C4_N-terminal_1_110,-1,2,2,0.8248836638007322,0.00059756598590142,0.8248836638007322,8.149424791136169e-05,0.0004667373539588703,0.0013120225145621682,0.006038680485969345,4.280093492028985e-08,0.07860550049857007,0.0,0.08798923933244246,8.40669705789047e-06,1.664628195920586e-05,0.0,100_150,,
Q9S7P3_middle_409_536,-1,2,2,0.9999999458323316,1.9979885993147925e-09,0.9999999458323316,0.0,0.0,0.0,0.0,5.216967976730195e-08,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q9SJE8_C-terminal_397_501,-1,8,8,0.8039619178995139,0.015772155962679488,0.03734001826710374,0.0,0.002019179443159432,0.007737584727824613,0.06548062289676636,0.8039619178995139,2.0857128834640063e-05,0.0,0.0,0.06766642576983328,1.237904284444699e-06,0.0,100_150,,
Q9SSP7_middle_711_816,-1,15,19,0.30093126127681546,0.0006425160836371055,0.24689128922176415,2.9539931276312725e-09,8.590375753269973e-06,0.013270792487209977,0.18810443035912192,0.2501510377345515,7.948409850366809e-08,2.305494054981817e-11,0.0,0.30093126127681546,0.0,0.0,100_150,,
Q9SZJ2_C-terminal_643_787,-1,6,6,0.985429022131146,0.005425457543695872,0.0022128149872007925,1.3399245321504564e-05,1.1883374633427509e-07,0.985429022131146,0.0021432725014831834,0.0021602201421925633,3.5723168634725715e-11,1.183635030016457e-10,0.0,0.0026156944611271608,0.0,0.0,100_150,,
A0A1P8BDF3_middle_156_275,-1,2,19,0.6758183462440702,4.0822479699539793e-07,0.6758183462440702,0.0,2.953540063788882e-11,0.00010910087362753431,0.02112442167043239,3.028930493026722e-09,3.179237027642824e-11,0.0,0.0,0.30294771989675706,5.748198762135572e-14,0.0,100_150,,
F4IAN2_N-terminal_1_116,-1,8,8,0.860128061676076,0.13985525021595985,1.3181096293762711e-06,0.0,6.924016996429015e-06,4.641854843750791e-06,1.8562505878229388e-06,0.860128061676076,3.858341047154616e-11,0.0,0.0,1.9478289939282387e-06,8.32940965437225e-12,0.0,100_150,,
F4J7S8_middle_361_486,-1,7,7,0.9997314231498958,1.950771806914835e-06,2.5452830697176695e-05,6.491217942390078e-09,1.1620283271220415e-07,4.26286104145883e-06,0.9997314231498958,0.0,0.000236644301799885,0.0,3.8878797111036284e-08,2.4700652897826164e-09,1.0204184556434315e-07,0.0,100_150,,
O65590_C-terminal_429_568,-1,5,5,0.9939381643252015,0.005061033812278283,0.0009891708615907507,5.072789748507854e-09,0.9939381643252015,3.861300645375e-09,1.5491771866151147e-10,0.0,6.571353359059014e-09,0.0,1.1615340567920507e-05,0.0,0.0,0.0,100_150,,
O80757_middle_99_226,-1,6,6,0.9430072112648784,2.0533051497499796e-07,0.05515983657659921,3.096659572385358e-05,0.0,0.9430072112648784,0.0017868137349411797,0.0,1.4963240190307948e-05,0.0,1.4673912328339791e-10,2.960468224194902e-14,1.2037043522090981e-09,1.9066790199631248e-09,100_150,,
Q0WVH7_middle_510_651,-1,1,1,0.9999944775199113,0.9999944775199113,0.0,0.0,0.0,5.522480088646226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q94CJ8_C-terminal_511_650,-1,1,1,0.9999999977844468,0.9999999977844468,0.0,0.0,0.0,2.1958027756682406e-09,0.0,1.9750390953320717e-11,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q9C584_N-terminal_1_123,-1,2,2,0.8634972136883137,0.010848361178937747,0.8634972136883137,2.84780599174172e-06,6.373559935940099e-06,0.12561011165284053,7.575714088427037e-11,2.8681071282903142e-05,2.0860616235241744e-10,2.1381572231771942e-07,3.0057491453561356e-06,2.996024199767764e-11,3.191163506205595e-06,0.0,100_150,,
Q9FIT1_N-terminal_1_109,-1,1,19,0.6655268264037896,0.6655268264037896,4.297921023344072e-08,0.0,0.0,1.6584195392081603e-05,1.703714839770448e-12,0.0,9.572756257828717e-14,0.0,0.33445654640179756,1.3267588129563073e-12,0.0,1.6684344623380465e-11,100_150,,
Q9FJQ8_N-terminal_1_105,-1,6,6,0.8915161067883848,2.5846125472139443e-05,0.05569873875157168,0.007999100658241243,1.7514658284123388e-10,0.8915161067883848,0.04467660640501733,0.0,8.125449568930468e-05,0.0,2.1973372504256937e-06,6.109748290553974e-13,1.2105160880855282e-07,2.8211006660954012e-08,100_150,,
Q9LF22_IDP_1_127,-1,7,7,0.941128716939634,3.7330734470886965e-05,0.0010784086312060127,1.745182629074476e-09,2.2523898095709932e-07,6.609395820317626e-06,0.941128716939634,7.678331392218969e-13,0.057741548704773465,0.0,6.836677463867185e-06,2.4052207512152005e-07,8.138457263696194e-08,2.5052458406881578e-11,100_150,,
Q9LY66_N-terminal_1_109,-1,2,2,0.9592164029795979,0.03578411892198351,0.9592164029795979,0.0,0.00022385511603806343,0.004342311661267693,0.0003034279017038754,6.26292964885814e-08,7.262152730474306e-05,0.0,6.697680976152345e-13,4.980275219323107e-05,7.396509944889335e-06,0.0,100_150,,
Q9M0N1_middle_39_155,-1,8,8,0.9872017711223376,0.011434054438622263,0.00088151575588708,0.0,9.199595615563285e-05,0.00038934109475452484,6.417421915812335e-07,0.9872017711223376,1.3286311254389235e-11,1.4112723158010193e-09,0.0,6.77419595183389e-07,1.045897440034371e-09,0.0,100_150,,
Q9SGD2_N-terminal_1_117,-1,6,19,0.5829630405953228,1.6609279505805812e-05,0.3983774863206218,0.004372674242010741,7.502872221300172e-13,0.5829630405953228,0.014192563192244729,0.0,7.655434666744007e-05,0.0,1.043344732521887e-06,2.734954166504598e-13,1.357026607898249e-08,1.510760432211621e-08,100_150,,
Q9SX80_N-terminal_1_104,-1,7,19,0.7328410040632747,0.005795590778030253,0.008680773876465419,0.014539432091782175,1.1403777609567433e-09,0.23686534307629645,0.7328410040632747,2.846404059390297e-11,1.7241026214283046e-05,0.0,0.001250194189914043,7.311692848321732e-13,8.991665770775692e-06,1.4280626789717478e-06,100_150,,
A8MR03_C-terminal_219_338,-1,8,8,0.9069998499554693,0.004044744964923224,0.008340056532725076,9.132863825079771e-07,1.947735998489745e-06,0.06341251222090825,0.00676986021279954,0.9069998499554693,3.686727070963844e-09,6.960468393528196e-09,0.0,0.010430104443598197,0.0,0.0,100_150,,
F4ILE1_middle_405_537,-1,6,6,0.9880670841048591,0.011037995866739736,4.213961910674499e-08,3.645123170007187e-06,0.0008472003503100638,0.9880670841048591,3.116232573362215e-05,1.28068560172869e-05,0.0,2.812654153422856e-10,0.0,6.295228561556601e-08,0.0,0.0,100_150,,
F4JN04_N-terminal_1_117,-1,3,3,0.9999815442911297,0.0,0.0,0.9999815442911297,0.0,1.8455708870179314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q6NLF1_IDP_1_139,-1,14,19,0.697846793179973,0.30135523379933976,0.0007944446459471736,0.0,0.0,4.0927020000336695e-08,2.4795065364195777e-08,0.0,0.0,0.0,0.697846793179973,0.0,0.0,3.4626526546568697e-06,100_150,,
Q8GXG6_N-terminal_1_118,-1,1,1,0.8146077292647761,0.8146077292647761,0.05752960971066532,6.529537528046977e-08,0.000843736829945231,0.0075576091415860075,6.761157140837027e-05,3.16377321857863e-07,1.889898233379902e-05,0.0,4.837754069769893e-06,5.114412772554324e-09,0.11936957995810545,0.0,100_150,,
Q8S8J8_N-terminal_1_128,-1,1,1,0.9999999997215223,0.9999999997215223,0.0,0.0,0.0,2.7834164033941553e-10,0.0,1.3616956616669265e-13,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q8VYE2_N-terminal_1_127,-1,2,2,0.962816793559983,5.5459226251507464e-05,0.962816793559983,1.6822031935535822e-09,2.603986745346087e-10,3.758790867589009e-05,0.03459244926634352,0.0,0.0024976279743317512,0.0,2.5141137898614977e-11,8.674530758640152e-11,4.2333595432632936e-10,7.95865901087213e-08,100_150,,
Q9C7I1_N-terminal_1_118,-1,2,2,0.9792117788657423,0.004037052416149289,0.9792117788657423,5.426882491279918e-07,3.937601211971063e-11,0.0037545741901868794,0.009707740595036088,0.0,0.001098306361697333,0.0,5.711193359179133e-09,2.3274110966687814e-11,9.223940606282328e-11,0.0021899990168559786,100_150,,
Q9C882_middle_122_267,-1,2,2,0.8260077889965189,0.0005812452176845498,0.8260077889965189,8.171768028608624e-05,0.0003854068948224256,0.0013032422247375454,0.006033656347997082,4.2849492068643074e-08,0.0773451461572414,0.0,0.08823693478679716,8.31500590081856e-06,1.65038385221389e-05,0.0,100_150,,
Q9C8L2_N-terminal_1_101,-1,7,19,0.5706680120347851,0.4164483674986432,0.004624258196895529,0.0,7.866572501369883e-13,1.1278989694351018e-06,0.5706680120347851,0.0,0.008143673206648442,0.0,2.646443911009875e-07,3.9874563327301887e-07,0.0,0.00011389777324723943,100_150,,
Q9C9U2_C-terminal_292_398,-1,1,1,0.9948500339351388,0.9948500339351388,0.00012900790111545796,0.0,0.0,5.545799853296728e-08,0.004441543900086162,0.0,0.0001241341899911434,0.0,2.0729272140525116e-05,6.338427170510794e-08,0.0,0.0004344319592576608,100_150,,
Q9LFH9_middle_247_363,-1,1,1,0.9877663781995307,0.9877663781995307,0.0015683904272510616,0.0,0.0,3.8232821847493814e-08,9.325029727231124e-06,0.0,1.2348759084469235e-06,0.0,0.0011894016278449402,1.7498979302606512e-10,0.0,0.00946523143192623,100_150,,
Q9LJ94_N-terminal_1_122,6,6,6,0.9999982038213829,3.4311684136115197e-13,0.0,0.0,1.7961782738796004e-06,0.9999982038213829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q9LRT1_middle_614_730,-1,17,19,0.7885240682491081,0.20860772581164566,0.0007746710585562133,0.0,0.0,4.271524804342664e-05,9.141519145479346e-05,0.0,1.5611255835836651e-06,0.0,0.0019578426088532933,7.067549220157391e-10,0.0,0.7885240682491081,100_150,,
Q9LXJ8_C-terminal_345_471,-1,17,17,0.9837897849279066,0.0018902095023777023,0.000744305939396404,6.293700534390896e-13,0.0,0.013518433938383156,9.557957566498247e-09,0.0,2.819621359831565e-09,0.0,5.725331372776356e-05,0.0,0.0,0.9837897849279066,100_150,,
Q9SE83_C-terminal_810_914,-1,3,3,0.9183478229465657,9.710768209953512e-05,0.07778596983015836,0.9183478229465657,4.750081111281422e-10,0.0018273949992374345,0.0012885297417438186,0.0,0.0001136076959371867,0.0,0.0005391891714835015,3.264916058302325e-11,3.7616522719648984e-07,1.259890130359825e-09,100_150,,
Q9SJY7_IDP_1_131,-1,5,5,0.9218161009951426,0.01737957127806559,0.014032771624918753,0.0,0.9218161009951426,0.001337755817162255,9.286256935564442e-05,0.04512942480531161,3.828542052650647e-05,0.0,6.100714849386614e-09,0.000173196055490627,2.533331160133854e-08,0.0,100_150,,
Q9SUW3_N-terminal_1_100,-1,6,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
Q9SVC7_N-terminal_1_104,-1,2,19,0.5583731081423654,0.33792478736665393,0.5583731081423654,0.014221896104808328,4.619239743794211e-06,0.04759909894400713,1.0319245074640683e-05,1.2059896318073667e-05,8.960147710163057e-07,0.0008975318941111494,0.04095404532844017,0.0,1.6378237064013516e-06,0.0,100_150,,
F4I5Q5_N-terminal_1_139,-1,2,2,0.9952834133047531,7.106268795271553e-07,0.9952834133047531,5.161912226460193e-08,0.0,0.003121060019818662,1.3075289820695288e-05,0.0,0.0015813554329890884,0.0,5.962237270710452e-13,1.7309943384968148e-13,1.756946771228414e-12,3.3370409030858685e-07,100_150,,
F4I9U7_middle_734_839,-1,15,19,0.3973275619424271,6.165651784614126e-05,0.33562626131490597,1.7697518086768232e-10,6.08279059837717e-06,0.013935137381647535,0.2451399334657282,0.007903277563575117,8.8669383789214e-08,0.0,0.0,0.3973275619424271,1.7691256649656555e-10,0.0,100_150,,
F4INF6_IDP_1_128,-1,1,1,0.8085368899885316,0.8085368899885316,0.0806967265516021,0.0,0.0,3.2503827580239224e-07,1.4074343030626923e-05,0.0,6.720498374466509e-07,0.0,0.10003446935415687,1.6965044933063065e-09,0.0,0.010716840978061148,100_150,,
F4J982_middle_178_300,-1,2,2,0.9922468940795935,0.0010645678025761821,0.9922468940795935,0.0,1.7343513132768388e-08,0.004099050002029272,0.0016828833556705655,8.57205024092565e-13,4.587654396257493e-06,0.0,5.1543264899762746e-11,0.0009019996811085056,2.8712068687712993e-11,0.0,100_150,,
F4JCC9_N-terminal_1_138,-1,2,2,0.9486430670619344,2.9448357989881205e-06,0.9486430670619344,6.117687446785938e-06,0.0,0.05043400510093822,0.00010665497442125298,0.0,0.0008069446576431039,0.0,7.139835302245982e-11,9.629092103221012e-14,9.656906976865636e-10,2.6464463203670695e-07,100_150,,
F4JCC9_middle_257_385,-1,7,19,0.7920859175675748,1.7623506499192804e-05,0.0,0.1718721164286025,0.004087687052628607,0.03193665544469475,0.7920859175675748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100_150,,
F4JGH9_N-terminal_1_122,-1,14,19,0.5059056983687434,0.010451008023596112,0.0,0.0,0.0,0.48364329360766045,0.0,0.0,0.0,0.0,0.5059056983687434,0.0,0.0,0.0,100_150,,
Q0WM93_N-terminal_1_144,-1,8,19,0.4208391197260711,0.0001155501059070133,0.18012643088604138,7.270960447097437e-08,6.754741256522665e-05,0.030477157327978736,0.13643916836720685,0.4208391197260711,2.980026585558772e-07,0.0,0.0,0.2319346550810695,3.8089707186544146e-10,0.0,100_150,,
