idr,known_label,pred_label,final_label,max_proba,prob_1,prob_2,prob_5,prob_6,prob_7,prob_8,prob_10,prob_11,batch,prob_16,prob_4
Q8GXG6_N-terminal_1_118,-1,6,6,0.8348686142615649,0.12751483557554544,0.03314305971874849,0.0028403644357733984,0.8348686142615649,7.243804113231774e-06,2.252594692724692e-05,0.0009587948644477906,0.000644561392879532,100_150,,
Q8S8J8_N-terminal_1_128,-1,6,6,0.7416174029785064,0.22406125706474136,0.005295038601314937,5.1587482772990285e-05,0.7416174029785064,0.00030291877308391156,0.000467177555502688,0.00020460411449710754,0.02800001342958052,100_150,,
Q8VYE2_N-terminal_1_127,-1,6,19,0.49607617418836497,0.1856182121179297,0.2929606942906544,0.0007098280561443192,0.49607617418836497,0.00022875113651515743,2.621088893828462e-05,0.024371755736632607,8.373584820601938e-06,100_150,,
Q9C7I1_N-terminal_1_118,-1,6,6,0.7968723317250929,0.0776801896011084,0.10685497245936466,0.015843874725559714,0.7968723317250929,0.00015651520136695734,7.31848804510524e-06,0.002567160783344353,1.7637016118048828e-05,100_150,,
Q9C882_middle_122_267,6,6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100_150,,
Q9C8L2_N-terminal_1_101,-1,6,6,0.6215365236513505,0.12725854165876432,0.15575017650809744,0.0003602448948145692,0.6215365236513505,0.00040583523953049836,6.528962949396289e-05,0.09461342929615732,9.959121791395016e-06,100_150,,
Q9C9U2_C-terminal_292_398,-1,6,6,0.698466996907189,0.09592852463208727,0.09355625278851158,0.0002464130040898719,0.698466996907189,0.000877942196336949,0.00010221694217683363,0.11081484762222382,6.805907384661191e-06,100_150,,
Q9LFH9_middle_247_363,-1,6,6,0.6647519329257193,0.17074524399695823,0.12413274267700865,0.00041853456632023244,0.6647519329257193,0.0006333358618537944,3.5904269188014856e-05,0.03927680236681576,5.503336136103219e-06,100_150,,
Q9LJ94_N-terminal_1_122,-1,6,6,0.881472387915171,0.0679115270394988,0.002124046333768426,0.00012726243553457485,0.881472387915171,0.0023675218777954405,0.0002956628489425827,7.311854745401916e-05,0.045628473001835014,100_150,,
Q9LRT1_middle_614_730,-1,6,6,0.7246286211660337,0.17797824139815296,0.0895698390185858,0.0029909279011068844,0.7246286211660337,0.00019001055028532507,7.475911906469651e-06,0.004628589535571276,6.29451835755312e-06,100_150,,
Q9LXJ8_C-terminal_345_471,-1,6,6,0.8010784651807112,0.04113698835482172,0.09369225495253908,0.06303956707728431,0.8010784651807112,0.00020771196335643305,2.420801755438373e-06,0.0008276013112161857,1.4990358315675083e-05,100_150,,
Q9SE83_C-terminal_810_914,-1,6,6,0.8177651609508559,0.049004611767987656,0.07829694586169307,0.05368753332358629,0.8177651609508559,5.1072753521829055e-05,5.928915752740033e-06,0.001147920471167549,4.082595543489325e-05,100_150,,
Q9SJY7_IDP_1_131,-1,6,6,0.7958504107457366,0.04398989753674154,0.02704174346433003,9.775733119277374e-06,0.7958504107457366,8.803312184420793e-05,0.13091285147851583,0.0020603028731955957,4.698504651684842e-05,100_150,,
Q9SUW3_N-terminal_1_100,-1,6,6,0.9031312037447571,0.05135138361632167,0.03571812644980262,0.001573745306487254,0.9031312037447571,0.0029701520758091877,9.004166442859345e-06,0.00524436756064249,2.0170797367984034e-06,100_150,,
Q9SVC7_N-terminal_1_104,-1,6,6,0.8433933838046708,0.10211725620097985,0.0316428104311696,0.021355480417640824,0.8433933838046708,1.9785132937972982e-05,2.9202731262209616e-06,9.534830489788336e-05,0.0013730154345769103,100_150,,
F4I5Q5_N-terminal_1_139,-1,6,6,0.8074360389066866,0.0820563371718257,0.0985518825686777,0.008630754420954486,0.8074360389066866,0.00010838811719089827,9.298747062645826e-06,0.0031885656074647738,1.873446013724432e-05,100_150,,
F4I9U7_middle_734_839,-1,6,6,0.8301656425946813,0.0707210185581254,0.014160618171217547,6.780059049083703e-06,0.8301656425946813,0.0008099968327054463,0.08300479996617795,0.0010023468948048924,0.00012879692323850952,100_150,,
F4INF6_IDP_1_128,-1,6,6,0.7243019270030816,0.13910598285383552,0.09901335728047353,0.00038205116981085077,0.7243019270030816,0.001011945178837486,3.951594143860927e-05,0.036140563302139606,4.657270382841339e-06,100_150,,
F4J982_middle_178_300,-1,6,6,0.8911733796650412,0.05292035047955954,0.035399263339432364,3.374220181459759e-05,0.8911733796650412,0.00036340962256901606,0.0053589918312512835,0.014739125436567399,1.173742376456971e-05,100_150,,
F4JCC9_N-terminal_1_138,-1,6,6,0.7989201099650474,0.0934588943033835,0.09654872457243883,0.007594976926097385,0.7989201099650474,0.0001307562775524782,8.116421896831974e-06,0.003324648259054039,1.3773274529705912e-05,100_150,,
F4JCC9_middle_257_385,-1,6,6,0.7378351517614146,0.07247911403649597,0.004300887476726885,4.007616366460501e-06,0.7378351517614146,0.16905638393867667,0.015426429191793645,0.00019366846769507438,0.0007043575108308261,100_150,,
F4JGH9_N-terminal_1_122,-1,6,6,0.7901392811616595,0.02505371613003351,0.021181897057989826,0.001128276887328266,0.7901392811616595,0.15598430185149587,1.8254526668510275e-05,0.006492984845870503,1.287538953924697e-06,100_150,,
Q0WM93_N-terminal_1_144,-1,6,6,0.8250999238743977,0.0805936145851527,0.014951599604183805,7.498690246266332e-06,0.8250999238743977,0.0013954798799239484,0.07662269394280052,0.0011748086206963245,0.0001543808025988085,100_150,,
Q0WM93_middle_274_391,-1,6,6,0.6414890123250164,0.3396490025106731,0.013262509912541348,1.550097052118831e-05,0.6414890123250164,0.0001416546676053132,0.0043539432731455234,0.0004482740826148783,0.0006401022578822813,100_150,,
Q0WVU7_N-terminal_1_113,-1,6,6,0.8468090621440457,0.056663028312234846,0.046542669414919684,0.00030249533268990347,0.8468090621440457,0.010186521873513552,0.00010779375734178339,0.0393848364601874,3.592705067203564e-06,100_150,,
Q8H0Z9_C-terminal_135_269,-1,6,6,0.6635053874430511,0.27645770315632195,0.049497394578243016,2.3293664732555908e-05,0.6635053874430511,2.7313172271758485e-05,0.008693872217208218,0.0015650468233247236,0.0002299889448467179,100_150,,
Q93VH1_N-terminal_1_109,-1,6,6,0.7645843108333902,0.15499117564861825,0.07609249463226009,9.107643344151619e-05,0.7645843108333902,1.2421122662590856e-05,0.0010071106106091755,0.0027312858166732555,0.0004901249023450912,100_150,,
Q9LI74_N-terminal_1_112,-1,6,6,0.9019923393410643,0.062272940503789315,0.00128876752778253,5.8816323170285645e-06,0.9019923393410643,0.029960219322230384,0.00179198735430039,4.994564365753563e-05,0.002637918674858534,100_150,,
Q9SB70_C-terminal_263_365,-1,6,6,0.9033918814679524,0.048282566126816646,0.037735204436575076,0.002063914606780518,0.9033918814679524,0.004529965146936824,7.02482419020277e-06,0.003987291426116901,2.1519646313984337e-06,100_150,,
Q9SFZ2_C-terminal_94_232,-1,6,6,0.8217386724627144,0.06062221550127415,0.10328000626380802,3.764046982301716e-05,0.8217386724627144,9.267377634590164e-05,0.0030441973111679254,0.01115584099654971,2.875321831700101e-05,100_150,,
Q9SHV0_N-terminal_1_117,-1,6,6,0.8149203968969378,0.12131727676568703,0.004872125988530176,8.268921529097824e-05,0.8149203968969378,0.0001411103508785198,0.00023051419105561992,0.0001915494164782406,0.05824433717514166,100_150,,
F4HYN6_N-terminal_1_129,-1,1,1,0.6458773664954116,0.6458773664954116,0.00661507648060148,1.090078330074438e-05,0.34429504410607364,0.0001530500167690499,0.0019286854715755758,0.0002305932046676778,0.0008892834416002151,100_150,,
O65718_N-terminal_1_115,-1,6,6,0.8857867529137677,0.07720950188618052,0.030144647092453614,0.005698316634173316,0.8857867529137677,5.292371185569731e-06,1.3426697186380836e-05,0.000506181551162265,0.0006358808538906193,100_150,,
P48001_N-terminal_1_112,-1,6,6,0.7925560566230403,0.13491709552205838,0.047897105049468265,0.02077148261896568,0.7925560566230403,1.1230135169143047e-05,7.702864750710939e-06,0.00012737552590902536,0.003711951660638575,100_150,,
Q56XE2_N-terminal_1_142,-1,6,6,0.89188780342797,0.07988438487995479,0.0016102339888618609,2.388617678001719e-05,0.89188780342797,0.013986408371035217,0.0008322026096775737,6.076767620984276e-05,0.011714312869510649,100_150,,
Q67ZB3_C-terminal_456_558,-1,6,6,0.7567791857084034,0.18133269408751126,0.030862578558950457,0.03065974616793408,0.7567791857084034,7.93318878726104e-05,8.185651212023637e-07,0.00017773074976424783,0.00010791427444265606,100_150,,
Q8H0W3_middle_124_239,-1,6,6,0.7697995749362047,0.09190511006239166,0.12396726399343097,0.01142587442827333,0.7697995749362047,0.0003685258717279476,5.69721220538013e-06,0.0025173120097220438,1.0641486044044107e-05,100_150,,
Q9FUA4_C-terminal_261_373,-1,6,6,0.8051165092702393,0.12059398586882429,0.06936847025221139,0.0005103956294906124,0.8051165092702393,1.270031436467552e-05,0.0001563116762998501,0.0039619651038078595,0.00027966188476205556,100_150,,
Q9SID1_C-terminal_110_238,-1,6,6,0.823222810938868,0.07361450767737886,0.0036287168702998102,0.0003923657196279315,0.823222810938868,0.00019819229875801914,7.873929688120497e-05,0.0001098798476435106,0.09875478735054272,100_150,,
Q9SIZ9_IDP_1_104,-1,6,6,0.803563326404937,0.1623929907431255,0.027474523413487988,0.0001627136779741535,0.803563326404937,1.6154303070405196e-05,0.0005525554606019062,0.0011695218185151634,0.004668214178287917,100_150,,
Q9SKB7_N-terminal_1_146,-1,1,19,0.5303368295277276,0.5303368295277276,0.01018511009168999,2.957158704549209e-05,0.45454386764336757,7.466137457193565e-05,0.000988649724294727,0.00038057980913235945,0.003460730242170236,100_150,,
Q9SKB7_C-terminal_1005_1144,-1,6,19,0.5991651483246769,0.06845838783435418,0.3215753124245343,9.739277376032666e-05,0.5991651483246769,2.4563368582222166e-05,0.000711836108621138,0.009880815904124098,8.654326134679859e-05,100_150,,
Q9T074_N-terminal_1_142,-1,6,6,0.881909990383321,0.04529827818999566,0.05332008678603232,3.8751374408228605e-05,0.881909990383321,0.0002383125977432765,0.0018033274632176927,0.017377503605665767,1.3749599616123233e-05,100_150,,
Q9ZUN9_N-terminal_1_103,-1,6,6,0.9014712955051145,0.04334455439984114,0.03500626553593017,2.602221138119319e-05,0.9014712955051145,0.00024263256981791082,0.00905015402394001,0.010844451104883652,1.4624649091520227e-05,100_150,,
A0A1P8B3C2_IDP_1_127,-1,6,6,0.9184426820159782,0.03358973978580577,0.03388859056708397,0.002371627901003329,0.9184426820159782,0.00903319543621295,5.131756169860046e-06,0.002667174465327493,1.8580724184038509e-06,100_150,,
A0A1P8B3W6_IDP_1_121,-1,6,6,0.8065652351066874,0.09291864611697918,0.090563390630199,0.0067867536128231555,0.8065652351066874,0.0006233937736924179,4.804213151409957e-06,0.002531696443844108,6.080102623374698e-06,100_150,,
A8MSD1_IDP_1_112,-1,6,6,0.8272803638684065,0.0532991965633963,0.08760841184288347,0.030372846720092567,0.8272803638684065,0.000620228351328179,1.983490344070389e-06,0.0008082329012049508,8.736262344070537e-06,100_150,,
